gene	B cells	Monocytes	T cells CD4	T cells CD8	NKT cells	Dendritic cells	NK cells	Megakaryocytes
RP11-34P13-7	0.07040001956305049	0.03594994892791351	0.08323286311116042	0.0722161655983888		0.0	0.0	0.0
RP11-34P13-8	0.0	0.006489170126638119	0.0	0.0		0.0	0.0	0.0
FO538757-3	0.0	0.0	0.0	0.0		0.0	0.0	0.0
FO538757-2	3.4780321482268537	4.397783091016391	3.2529848024552277	3.198603926375257		4.444763702334393	3.409284348894802	7.822736761293689
AP006222-2	1.6577831317657823	1.0414669043316354	1.1878069066598251	1.094507493345753		0.9650066650619212	1.9366777145196459	6.466381127077289
RP4-669L17-10	0.0625904985235421	0.0365913095126916	0.041077486906046255	0.09276539312330208		0.046399578320632226	0.11948973105251327	0.0
RP5-857K21-4	0.010790042603404187	0.021415279933239717	0.0	0.0		0.0	0.0	0.0
RP11-206L10-9	0.7763882066376085	0.8320757429743524	0.40196940731966124	0.4882669928767737		0.6475745797225092	0.42212250843161453	0.0
FAM87B	0.0	0.007308256027210106	0.0	0.0		0.0	0.0	0.0
LINC00115	0.38042921222153836	0.5027112877665788	0.2165846025846833	0.21760473599313673		0.2493847862793714	0.4178945626623108	0.0
FAM41C	1.4195884310528335	0.6831077387171905	0.6780491815377564	0.6957047889007636		0.5479511784965558	1.1876085440298727	2.2090740378930445
SAMD11	0.0	0.03410224712725878	0.0	0.030501447265406583		0.033935576701190434	0.0	0.0
NOC2L	4.0093463622482775	2.3180488305773053	3.967938650979148	4.4970321992025335		3.6900159842196274	6.022532132667991	2.31246285478974
KLHL17	0.0376231507178194	0.14155480272526522	0.10067147435181252	0.11636938843666451		0.04541095094164147	0.18016743785065278	0.3586105990948672
PLEKHN1	0.0	0.04904716760654272	0.1399141154098661	0.056987571375212535		0.0	0.13387186592885403	0.0
RP11-54O7-17	0.0	0.06128151413433837	0.012367153582115136	0.0		0.0605749287638837	0.0	0.0
HES4	0.21250666943557361	3.7235933966007173	0.26860026088924566	0.19891670804389916		0.663290524218887	0.3852220181953781	1.1682260003468015
ISG15	6.325446320100384	15.525760685535564	7.868800654129365	9.100196562339733		6.7609429904440566	15.654113172972835	12.957461334028343
RP11-54O7-11	0.0	0.0	0.0	0.01148532336468522		0.0	0.0	0.0
AGRN	0.17722595607073027	0.08793077815996675	0.04876919812558622	0.14485232171937068		0.054659384579057065	0.0	0.09755145839430297
C1orf159	0.4810886487223605	0.3565365799493719	0.306669218849947	0.4039962232219039		0.4025144389403002	0.23599781587986696	0.31953271535706124
LINC01342	0.05079714237934686	0.0	0.0	0.0		0.0	0.0	0.0
RP11-465B22-8	0.0	0.0	0.008034067660507611	0.0		0.046348137546440814	0.0	0.0
TTLL10	0.02557687176026385	0.019234244540810356	0.0811625244832054	0.06621809662707766		0.0	0.1540062566827926	0.12581449156476746
TNFRSF18	0.3422639689961884	0.19473485440855692	1.5164408635740925	0.2930454667344445		0.11883179025703043	6.421219654502289	0.501505077394715
TNFRSF4	0.2861519333019041	0.22541196097321867	2.9973257526574235	0.33008273345624933		0.25623089659634735	1.3802999688013056	0.7143386306253388
SDF4	6.378103962092383	6.110134097823503	5.966780961199645	6.569020358305928		7.893499923760945	16.824721362180846	6.103422303363755
B3GALT6	0.8576044381158873	0.8438389787725253	0.6073014743124958	0.6750719432294787		0.6385132526564917	1.541760502552008	0.7000346020351671
C1QTNF12	0.026537672348913043	0.09319747751448415	0.026771945007325586	0.05797006579760294		0.0	0.0	0.18197236203765374
RP5-902P8-12	0.028408579441302657	0.011131511461115509	0.009916345707610612	0.01241649904392956		0.0	0.0	0.0
UBE2J2	4.7387335641821	3.518052422973895	4.296999050093587	4.6816736348676375		4.439105670508467	6.39581248989152	2.866952654900956
RP5-902P8-10	0.014157780535713446	0.008265864591251325	0.1288129482704324	0.020124336198770496		0.0	0.0	0.0
SCNN1D	0.012008247264221094	0.05907456975902983	0.028005250392148667	0.10616516191022542		0.0	0.10378008584688703	0.0
ACAP3	1.5785052808263016	1.7323218558380509	1.3426689926054918	1.1783877191116792		1.5162539070356147	1.0457160898612565	0.6224302162951136
PUSL1	0.6997408637642661	1.0068628108083166	0.8222221948053884	0.7125329074745359		0.9477124805836283	1.0479338171731196	0.7459785908869762
INTS11	2.6002018906079227	3.1954979381931903	3.2611076864304676	3.849307835713831		3.9722580833579584	5.292679680117977	2.8852219512407595
CPTP	1.205188681622289	0.78332621988819	1.4267083291416864	1.1605179236599263		1.202646134270932	2.546576130497833	1.6369020629279598
TAS1R3	0.05320784286188872	0.018452605129565883	0.006902268706701226	0.012598018885942091		0.0	0.11948973105251327	0.0
DVL1	0.19071402643448426	0.19668729378983302	0.17923806214212146	0.16840870149756015		0.15662023201474168	0.20858689940776082	0.0
MXRA8	0.026570038291139228	0.005476191845238419	0.04085120344513521	0.33797222249847886		0.0	0.0	0.0
AURKAIP1	8.576216726227354	15.87178930256259	9.317950517280632	9.935967149547118		15.312108653249789	14.663136917705927	10.273815189699372
CCNL2	3.711009515841258	1.7544536194123665	3.448932390977232	4.000351451751454		2.2076601691386095	4.77407357974771	2.740081264271461
MRPL20	5.800751434841833	10.34111426783651	8.667526987661697	9.022900487616665		9.848320035827207	12.269752905986415	6.00528942465443
RP4-758J18-13	0.04939829142123261	0.1422590071904004	0.052347449310479036	0.045543336428721826		0.034041857868435	0.046863342743492596	0.0
ANKRD65	0.033727524710296115	0.034759633157963835	0.0	0.013720703553771998		0.5961688232851396	0.0	0.08813329279201865
RP4-758J18-7	0.0	0.006840559620710105	0.0	0.0		0.0	0.0	0.0
ATAD3C	0.1967495771186867	0.07804876436216197	0.12237757954014787	0.2001478567451648		0.17389414854841775	0.228963695437908	0.0
ATAD3B	0.7428059621192475	0.7024420094322811	0.85718066365399	0.9354468979157644		0.6302429416055271	0.8640315358402637	0.21965755375719628
ATAD3A	0.6602498508715243	0.9095112506943336	0.7890408924977184	0.8071098138664436		1.1255429468043996	0.9468425764172932	1.4715896546354499
TMEM240	0.0	0.011663560854803702	0.011771519514825033	0.0		0.0	0.0	0.0
SSU72	12.839589288065334	15.555890410076977	14.700199823756549	16.829613976529203		15.939125077829397	17.53552862580312	16.205328060327858
RP5-832C2-5	1.0211538862585663	0.5392171534560333	0.8008958187258168	0.9897417534034387		1.1002737250692716	1.471522735867162	0.2575560506355194
AL645728-1	0.0	0.0	0.007406428113023594	0.0		0.0	0.0	0.0
FNDC10	0.028250981721614818	0.2558142839487008	0.09174145562564258	0.07159047173044186		0.041867210605466845	0.04675685128141821	0.0
RP11-345P4-9	0.8318138310397369	0.46722700972395115	0.8096213885673635	0.9818964768105294		0.47054209991209833	0.5723634309181975	0.8102481217813909
MIB2	1.794995752624019	1.4657400302826404	2.776743822853026	4.207323364400625		0.9765915784992525	11.065738806214322	1.0817337574415749
MMP23B	0.12057484868048027	0.12111044085006101	0.06004689084057307	0.773571716257151		0.0	6.54217492716612	0.0
CDK11B	3.241902265005116	2.078564001812224	3.2493198306599287	3.797045039258267		2.885925251633656	5.446150722228366	1.9780317461192138
RP11-345P4-10	0.05573266171468469	0.00726579702342091	0.09013083421541189	0.07785044923516399		0.07159758382703733	0.0	0.0
SLC35E2B	2.4416533329739454	1.540971790897491	2.226410505796512	2.331045976570569		1.3328199250478854	2.464937494354061	2.8126555406472105
RP11-345P4-7	0.07913234656001233	0.0	0.015281278676274502	0.08411618549303834		0.0	0.0	0.0
CDK11A	2.3519076076780925	1.4165917479013086	2.131944960348257	2.137718252257518		1.7852592107180707	3.378706322333768	1.7550486454367964
SLC35E2A	0.20722645717896215	0.09888276352046989	0.20683347251039552	0.1540890683753896		0.0	0.1788568307337531	0.2711239443111418
NADK	2.5718229026068133	5.749925158780082	1.3735035136133797	1.4500749507841937		3.680160436342521	3.063404721849126	2.413782484275364
GNB1	4.177212677530592	8.735840076107866	3.3565565761773413	3.874090087134993		7.120625556671678	7.557914845488157	7.590242655653195
RP1-140A9-1	0.04269791388219452	0.051523489520820163	0.06743110637780973	0.05383027356408182		0.0	0.10402493269586852	0.0
CALML6	0.0	0.004650461328088975	0.0	0.01758657342499925		0.0	0.0	0.0
TMEM52	0.012264325652186152	0.01761884385500195	0.03200472459114055	0.026423792056518708		0.0	0.10863849887667779	0.08813329279201865
CFAP74	0.21139744429368665	0.049306310193441574	0.059178277096091504	0.0781354963242493		0.1707238884899738	0.2680279764337667	0.0
PRKCZ	0.7910442640093992	0.31262615593465787	0.9026966541037327	0.8668096910930743		0.12817702123745017	0.7536280851900004	0.0
RP5-892K4-1	0.28347597401371344	0.14945843308555687	0.27098381163179386	0.3323965949840748		0.0706733759258212	0.11361915291171729	0.0
RP11-181G12-2	0.06301488659113993	0.0	0.03426898529046106	0.02773193051787967		0.0	0.0	0.0
FAAP20	9.497491829545936	12.136993032181831	7.832734563827192	9.114774015523015		10.369444307441531	7.918789771978174	11.62817052261303
SKI	0.9187608014631554	1.0700332441271032	1.02851893477103	0.9555042515594453		0.557641634060402	1.2010320117131366	2.5172530926271692
MORN1	0.2791986629399537	0.10086242388428059	0.24164812043013223	0.19536977027118466		0.13407130832831865	0.11314725206122099	0.1287780253177597
RER1	5.738392164006157	8.214999980671587	5.5653767916791415	6.204899722090248		7.16607153931598	9.553743240261007	3.453053665627071
PEX10	1.0086566957953138	0.4982024119886949	0.7360284116318669	0.837968014787889		1.0946579589442023	0.7903110059766068	1.7389689616776451
PLCH2	0.4950036874676124	0.07817879904143271	0.2703392109919306	0.6016987992851389		0.14221503294941773	0.7202744431216185	0.3070432654665373
RP3-395M20-2	0.0	0.0	0.0	0.017209156648069285		0.0	0.0	0.0
PANK4	0.30503992307060196	0.3259388631183211	0.5881155751165862	0.8117396196434693		0.3194838216901113	1.4123529758725604	1.244668616199306
HES5	0.0	0.0	0.0	0.0		0.0	0.0	0.0
RP3-395M20-12	2.163898304841666	3.5264643501959716	2.5602410627048062	3.1072770616136		1.3557036757846281	4.454368742018411	1.186645304671587
RP3-395M20-8	0.4871838908699541	0.4217342116634028	0.38755958191864576	0.5142633490667493		0.4670495317173358	1.4222342558487446	0.7970763198448194
TNFRSF14	10.812641986198743	8.383310844069578	10.137732273464398	9.04614760473343		4.967260067927833	11.646911068447185	4.956715771744929
RP3-395M20-9	0.35804435196163903	0.06787249428812941	0.32826645654693926	0.35574460378752454		0.055304595590675	0.0	0.0
PRXL2B	0.4823105040348653	0.3923183795055144	0.8913323247636631	1.0006992219088893		0.30642236218706254	0.4516063526299346	0.5374185833421057
MMEL1	0.037205037521529635	0.1111581111235742	0.11998257167982374	0.31156289877155074		0.05387373719960005	0.0	0.17749284260112239
TTC34	0.08626265880957341	0.06396033104458404	0.158853669602896	0.17171726931988793		0.08448338611374108	0.0	0.30796977171805356
PRDM16-DT	0.0	0.0	0.0	0.0		0.0	0.0	0.0
PRDM16	0.0	0.0	0.0	0.0		0.0	0.4909867403848435	0.0
MEGF6	0.34634456704151534	0.1267440714263384	0.380772126694994	0.24957236876209704		0.0	0.1381405600395506	0.0
RP11-46F15-2	0.044879887060661844	0.006402791822123762	0.0	0.005172614276498164		0.0	0.18669536950777868	0.0
TPRG1L	0.7597264502181322	1.118767414168059	1.167350710205667	1.2594346945966663		0.7828190744710659	1.6618906341825586	0.9976950501202999
WRAP73	1.7112754536770114	0.9844641321362472	1.5558013794703325	1.9382939924375837		1.4357668218835384	1.7638046082572576	0.808916504453427
TP73	0.014575542705757085	0.0	0.0	0.0		0.0	0.0	0.0
RP5-1092A11-5	0.0	0.0	0.0	0.0		0.0299850074962519	0.0	0.0
TP73-AS1	0.7135813152881347	0.19709226074265782	0.7183359091175913	0.686922325394775		0.4730552817883793	0.8985842285171376	0.21866252540352105
SMIM1	0.30741992505068844	0.09442803099094048	0.18100346908363918	0.23013848209877866		0.0	0.2650086236726401	0.25230176225666845
LRRC47	2.422138451755296	1.6039044851398798	2.231837802084242	2.358430197685041		1.7945262821497305	3.3316825473272407	2.1493807026894736
RP1-286D6-5	0.0	0.0	0.023579983242499786	0.0		0.0	0.0	0.0
CEP104	1.8167817201120195	1.123626540881168	1.515001397775178	1.563161454299681		0.9967902647943119	3.118714466378104	1.164862205418422
DFFB	0.3870183205754231	0.19524097752998607	0.39077926076153857	0.48427373897910936		0.3317582761946887	0.6832149108867259	0.1474984992027706
C1orf174	1.8320932856776964	1.5730919183279901	1.6554256507183174	2.3357401851388815		1.9368981373703809	5.240638756980196	0.8093964187798378
LINC01134	0.025707310953576732	0.05013037226688054	0.025601369341811626	0.018992342287589666		0.07990809976003636	0.0	0.0
AJAP1	0.0	0.025948083720611356	0.02041290751526051	0.05107274129089342		0.041867210605466845	0.0	0.0
RP11-154H17-1	0.0	0.0	0.022420275612965498	0.0		0.041404712850035434	0.0	0.0
NPHP4	0.09145883901083586	0.14479282931440948	0.095839227535208	0.07480281044683008		0.08154869885353686	0.0	0.09755145839430297
KCNAB2	1.844295043564251	4.668221314682906	3.9692933380519495	4.734214933516861		6.597090902066816	7.92032126378992	2.855680951035729
CHD5	0.056641613351822544	0.0	0.0	0.0		0.0	0.0	0.0
RPL22	205.43313376034658	145.49229842687149	234.31763153294517	212.41600316365933		193.89784874153497	101.3544998878728	156.63157931699482
RP1-120G22-11	0.0	0.005569473670257528	0.0064643476681320085	0.0		0.0	0.0	0.0
RNF207	0.0	0.022905949341041648	0.19016447060601727	0.04632153988126711		0.10690281906482571	0.0	0.0
